"phenotype_name","phenotype_number","phenotype_name_short","numObs","numParams","observedStatistics","degreesOfFreedom","AIC","BIC","fit","statusCode","genetic_model","CD_meaning","H2_meaning","twin_correlations","twin_corr_rMZ","twin_corr_rDZ","A","A_CiL","A_CiH","A_deltaAIC","A_p","CD","CD_CiL","CD_CiH","CD_deltaAIC","CD_p","E","E_CiL","E_CiH","E_deltaAIC","E_p","h2","h2_CiL","h2_CiH","cd2","cd2_CiL","cd2_CiH","H2","H2_CiL","H2_CiH","e2","e2_CiL","e2_CiH","rh2","rh2_CiL","rh2_CiH","rcd2","rcd2_CiL","rcd2_CiH","rH2","rH2_CiL","rH2_CiH","re2","re2_CiL","re2_CiH","rerr2","rerr2_CiL","rerr2_CiH","rreliability","rreliability_CiL","rreliability_CiH","Comments","rMZ","rDZ","classic_h2"
"hardPalate_HHPL_hpa_hpp_distance",45,"HHPL",340,9,1257,1248,810.302525035481,-3968.22160574206,3306.30252503548,"OK","ACE","C","familiality","corrected",0.485290431517724,0.645904216676582,1.98567723765874e-12,NA,0.271569250313726,-2.00000000003911,1,0.235872262803945,3.56718442752905e-43,0.327104949491874,1.28780481492277,0.0697962788356053,0.22424474559548,NA,0.314025984160558,40.2797856886641,7.91059879763329e-11,4.31559190684473e-12,NA,0.576045289789072,0.512635391644048,1.15656566832088e-32,0.658973743882962,0.512635391648363,0.350466287582399,0.658973744772333,0.487364608351637,0.341026255225664,0.649533712334848,2.08334227581801e-12,NA,0.279673513667068,0.247473581039642,8.9434933631869e-33,0.325194759304519,0.247473581041726,0.17805046779006,0.325194759175783,0.235274167306242,0.161448498194773,0.322724346886713,0.517252251652033,0.457512078169804,0.581474554937949,0.482747748347967,0.418525445321216,0.542487921829202,"OK",0.296593993308761,0.313279566435662,-0.0333711462538013
"hardPalate_HICH_intercanine_height",57,"HICH",340,9,1253,1244,905.967367037895,-3857.2409812692,3393.9673670379,"OK","ACE","C","familiality","corrected",0.466167410009971,0.382769265042111,0.0621855381859497,1.24931610769687e-44,0.265123779879455,-1.8635436115278,0.711829569261176,0.111615059941256,0,0.247409843736294,-1.49877545934851,0.478962563270801,0.199029092233992,NA,0.300959762210401,21.3429482295755,1.35539503098143e-06,0.166793417460139,4.19006258913198e-27,0.676092891440772,0.29937277750901,1.72993159153675e-30,0.630672336721486,0.466166194969149,0.250559342646528,0.678212850765193,0.533833805030851,0.321787149309314,0.749440657345069,0.0643527148937985,NA,0.264216076560726,0.115504863989048,2.41561566057994e-26,0.24611231095615,0.179857578882846,0.0964269793148755,0.265239314192698,0.205965290351053,0.115297180022076,0.304951201788866,0.614177130766101,0.547895929082814,0.68458780104083,0.385822869233899,0.315412198932847,0.452104071034245,"OK",0.173154707018495,0.123307796515005,0.0996938210069811
"hardPalate_HICL_intercanine_incisionSuperior_distance",60,"HICL",340,9,1255,1246,884.151868209114,-3886.71437133321,3376.15186820911,"OK","ADE","D","broad sense heritability","corrected",0.687973830075742,0.321332689292047,0.221227180469459,0,0.341921060474289,-1.69060817494665,0.578053625747021,0.0335594154538961,NA,0.339117082953836,-1.99258250499315,0.931367145485046,0.115556848262838,NA,0.200877817532312,7.90309564270319,0.00165000982499937,0.597356815524551,1.25521691922143e-42,0.871496076483608,0.0906170096453059,NA,0.868937587485322,0.687973825169857,0.495234843645061,0.875753160430812,0.312026174830143,0.124246837854199,0.504765149447956,0.229644939026293,6.40510298106111e-27,0.336961066342436,0.034836360972073,NA,0.335697046880928,0.264481299998366,0.188378892217415,0.337700207007972,0.119953819946883,0.0431842763500773,0.205456987219195,0.615564880054751,0.547554802697685,0.687739187864404,0.384435119945249,0.312260812138084,0.452445197280484,"OK",0.330458047247907,0.0667251085250273,0.527465877445759
"hardPalate_HICL_intercanine_prosthion_distance",63,"HICL*",340,9,1255,1246,865.701459306851,-3905.16478023547,3357.70145930685,"OK","ACE","C","familiality","corrected",0.581990483617034,0.510987003524822,0.0438834516936563,NA,0.256803355123667,-1.93818885805649,0.803655922639674,0.135967259015938,0,0.252287251593944,-1.4118803073693,0.443147144386997,0.129176080100316,NA,0.216120965909763,9.78821185698234,0.000596069620946388,0.142005330925014,4.65359484463545e-38,0.799216234581642,0.439985344505534,1.55954180733974e-37,0.781027281654163,0.581990675430548,0.359784882894501,0.801760303515373,0.418009324569452,0.198239687590968,0.640215117560275,0.0476940388103242,NA,0.268430905322831,0.147773875530784,1.10534295863227e-30,0.26262705512527,0.195467914341108,0.12249050484411,0.271139487847214,0.140392989609809,0.0573524295323503,0.230992510527645,0.664139096049083,0.594998384662922,0.736756884862788,0.335860903950917,0.263243115116538,0.405001615404145,"OK",0.288125890534832,0.103780548439035,0.368690684191594
"hardPalate_HIMH_interM2_height",59,"HIMH",340,9,1250,1241,823.83417643952,-3927.88733501475,3305.83417643952,"OK","ADE","D","broad sense heritability","corrected",0.502364541803285,0.244498010733078,0.192635994055618,7.91785290132669e-45,0.290614023876237,-1.69946953849421,0.583550060041799,0.0108292105271865,NA,0.289762594575044,-1.99904908917733,0.97539965873866,0.201549754347194,NA,0.294833858784752,28.1397564490117,4.02004950418805e-08,0.475626862189336,2.61323715327956e-35,0.674241149972786,0.0267378038475318,NA,0.675386866162391,0.502364666036868,0.314624501120926,0.678456080785958,0.497635333963132,0.321543943698524,0.685375498986473,0.206705899291508,2.76062650740949e-33,0.297721916861637,0.0116201632597948,NA,0.297660247324637,0.218326062551303,0.135533200112116,0.298306170582304,0.216270710095283,0.132157749721853,0.309972912160606,0.565403227353414,0.502024094111991,0.633582227698546,0.434596772646586,0.366417772160017,0.497975905921022,"OK",0.303083588231015,0.125699422753538,0.354768330954955
"hardPalate_HIML_interM2_incisionSuperior_distance",62,"HIML",340,9,1253,1244,532.204348803433,-4231.00399950367,3020.20434880343,"OK","ACE","C","familiality","corrected",0.706363470640151,0.486719542356535,0.212316922971369,3.20437202330775e-42,0.427988445388452,0.212052458601192,0.136936378319104,0.129082981213354,0,0.377178835137595,-1.32921881849006,0.412779384151561,0.141919911216794,NA,0.209969297620014,28.8346146278368,2.80980955598796e-08,0.439288678439528,3.25238325428081e-34,0.814237042287132,0.267075706602509,4.33412111090927e-37,0.734814946981867,0.706364385042036,0.574403392467655,0.815850204555614,0.293635614957964,0.184149795585446,0.425596607565855,0.251119116027948,6.13124105704051e-32,0.474412792786045,0.152673671429013,NA,0.427084783164944,0.403792787456961,0.32205711125206,0.478464054784405,0.167856627501766,0.103394014071983,0.246223670615982,0.428350585041274,0.374574367198393,0.486938615329875,0.571649414958726,0.513061384688671,0.625425632803138,"OK",0.50867635813852,0.237685945066167,0.541980826144705
"hardPalate_HIML_interM2_prosthion_distance",65,"HIML*",340,9,1250,1241,525.252172734089,-4226.46933872018,3007.25217273409,"OK","ACE","C","familiality","corrected",0.707936419709718,0.58952743313635,0.126997067248641,1.59694411044419e-44,0.44360641924766,-1.21140008354632,0.374523816015368,0.252645340010943,0,0.453246385699435,0.357226587681907,0.124703717800612,0.156623979916544,NA,0.225453007065811,36.9535417047719,4.34012174220725e-10,0.236817130973624,2.30823636459231e-28,0.783183323388659,0.471119104334178,2.90612711318505e-28,0.772754364857255,0.707936235307801,0.586267506137968,0.809526499531438,0.292063764692199,0.190473498886501,0.413732499348783,0.144396459505388,2.36083256583794e-32,0.483053655177136,0.28725933124653,1.06078522147033e-34,0.480954419848586,0.431655790751918,0.350951322742882,0.504613906411994,0.178082444449787,0.113911119705493,0.254096238700402,0.390261764798295,0.339933321351317,0.445389097086349,0.609738235201705,0.554610903161477,0.6600666786578,"OK",0.509754363428422,0.300049303721086,0.419410119414671
"hardPalate_HIPH_interPM2_height",58,"HIPH",340,9,1253,1244,880.650984410247,-3882.55736389685,3368.65098441025,"OK","ACE","C","familiality","corrected",0.538089959100709,0.405895637415088,0.105165912660409,0,0.301525686780913,-1.68734629901883,0.576056315493583,0.108867478408527,0,0.286121052066346,-1.6694712521894,0.565347907964081,0.183732159096264,NA,0.277938538573572,21.879008831871,1.02584274985424e-06,0.264391706664218,NA,0.71626954285174,0.273697604941686,NA,0.677104546267216,0.538089311605904,0.345863604112012,0.717871574091793,0.461910688394095,0.282128425845715,0.654136399599213,0.108939380413959,4.40405344040771e-31,0.298707611639281,0.112773762382037,9.75719921868598e-18,0.283770636501473,0.221713142795996,0.14255329415458,0.299737902170023,0.190324669540961,0.109782452717712,0.281540578381129,0.587962187663042,0.523332937540347,0.656687884434966,0.412037812336958,0.343312115575054,0.476667062470071,"OK",0.271023464263491,0.144875461300178,0.252296005926625
"hardPalate_HIPL_interPM2_incisionSuperior_distance",61,"HIPL",340,9,1253,1244,669.70663295818,-4093.50171534892,3157.70663295818,"OK","ADE","D","broad sense heritability","corrected",0.568095691110172,0.150454848217216,0.0178803920332551,NA,0.38845592810167,-1.99797279568611,0.964087791963579,0.283308171619732,8.47785570916514e-44,0.399515139343064,-1.4727737112571,0.467775325242626,0.228984013732196,0.158462557739395,0.314680874982856,56.0510660007526,2.55401017436146e-14,0.0337256070871137,NA,0.677405696151541,0.534369719793904,2.59695326396853e-32,0.693748296325941,0.568095326881018,0.422094717876097,0.693794557872963,0.431904673118982,0.306205442547799,0.577905282337859,0.0194093646497471,NA,0.397844717024596,0.307534174921525,1.51035373264818e-30,0.408090494710165,0.326943539571273,0.240791365626881,0.407701241542684,0.248564696636676,0.173048293663199,0.336177740709115,0.424491763792051,0.372418369358797,0.481281181151794,0.575508236207949,0.518718818850335,0.627581630646141,"OK",0.364139380995298,0.101343432097619,0.525591897795357
"hardPalate_HIPL_interPM2_prosthion_distance",64,"HIPL*",340,9,1253,1244,637.246223671848,-4125.96212463525,3125.24622367185,"OK","ACE","C","familiality","corrected",0.569386620670912,0.491932628624581,0.0869824213139169,0,0.403097973785646,-1.77438695291539,0.634795941445766,0.232732375558153,0,0.40768469325364,-0.626943047266195,0.241287350576821,0.241792515985855,0.170871206256337,0.327219729708581,64.6166007560732,3.29797008811009e-16,0.154908795169914,NA,0.675495806399612,0.414477906571878,4.13384882025115e-30,0.66617681079582,0.569386701741792,0.432427869117694,0.688830874768136,0.430613298258208,0.311169125576627,0.56757213059568,0.0936172716731462,1.43145900559437e-32,0.414049935239868,0.250484749684455,1.43326201562163e-31,0.41105577639664,0.344102021357602,0.28067681571175,0.424760019295203,0.26023598004807,0.185104797624537,0.346254638064457,0.395661998594329,0.345771175718779,0.450239842245791,0.604338001405671,0.549760157757832,0.654228824310795,"OK",0.385692458186804,0.271805802670674,0.22777331103226
"hardPalate_HM2C_coronalM2_completeTrace_meanCurvature",51,"HM2C",340,9,1256,1247,1003.11214502419,-3771.58304013574,3497.11214502419,"OK","ADE","D","broad sense heritability","corrected",0.521033767244385,0.185179210484206,0.0457180312103911,NA,0.183955783758488,-1.97716298650766,0.879881684718219,0.0627163688147207,0,0.188152183059651,-1.95853341597376,0.838639947506929,0.0996795278892642,NA,0.201612021674563,2.85095069542058,0.0276308990241852,0.219677902716827,NA,0.912586905654527,0.301355942118992,NA,0.879955888617202,0.521033844835819,0.15873507407898,0.932911886947878,0.478966155164181,0.0671017037592317,0.841264938305638,0.0468227928137377,NA,0.183237372625973,0.0642318898101235,NA,0.187851320510345,0.111054682623861,0.0436813323142173,0.187186710784579,0.102088251802702,0.0104523785360721,0.20344501460392,0.786857065573437,0.712110268790073,0.863724676567375,0.213142934426563,0.136275323862141,0.287889731054773,"OK",0.102113596895635,0.0863298498262986,0.0315674941386731
"hardPalate_HMAC_midsagittal_alvRidgeInds15to19_meanCurvature",48,"HMAC",340,9,1254,1245,1052.39745168749,-3714.63984223722,3542.39745168749,"OK","ADE","D","broad sense heritability","corrected",0.440135057690473,-0.723784595385201,4.53706081064661e-12,NA,0.0998514865532096,-2.00000000023056,1,0.0367903369148549,NA,0.111578466705231,-1.69671087426696,0.581827744084526,0.0617167662345839,0,0.167913592708455,-0.512455813104225,0.222597884371628,4.60582096659035e-11,NA,1,0.37347902574445,2.47930020770163e-31,0.999999999999996,0.373479025790508,2.81553214357e-26,1,0.626520974209492,1.31624355418116e-36,1,4.56997041193065e-12,NA,0.0993957331113284,0.0370571958725599,NA,0.110848492033441,0.0370571958771299,NA,0.110848494168835,0.0621644292159913,NA,0.166020494190148,0.900778374906879,0.823167911290423,0.975548405854304,0.0992216250931211,0.0244515955733682,0.17683208967875,"OK",0.0820522910559494,0.0275544735539631,0.108995635003973
"hardPalate_HMDC_midsagittal_domeIndices1to15_meanCurvature",47,"HMDC",340,9,1259,1250,1023.32707601715,-3762.85494599561,3523.32707601715,"OK","ACE","C","familiality","corrected",0.379611735902665,1.15828607861279,6.20722060454121e-13,NA,0.147054716582605,-2.00000000023465,1,0.105714989246495,0,0.179025843943675,0.101446389475768,0.147159872757092,0.110006992713624,NA,0.20788044774409,4.46608925080727,0.0109952226180581,2.87741682517588e-12,NA,0.689521594852209,0.490052002515602,5.17872446210814e-34,0.838628667716264,0.490052002518479,0.17293176254239,0.839936282064761,0.509947997481521,0.160063685800373,0.827068236018506,6.25748888064383e-13,NA,0.146721261280992,0.106571106759661,4.34484524187627e-27,0.175210403502926,0.106571106760286,0.0378663580721215,0.17521040351604,0.110897868394585,0.0243628801931782,0.205671331226805,0.782531024845128,0.708445109885439,0.858888926404561,0.217468975154872,0.1411110735252,0.291554890824204,"OK",0.0849653001816072,0.314731910808268,-0.459533221253322
"hardPalate_HMSP_midsagittalTrace_matlabProcDistance",73,"HMSP",340,9,1250,1241,1032.55070559151,-3719.17080586276,3514.55070559151,"OK","ACE","C","familiality","corrected",0.742133303475688,1.03963965326123,6.41977156410483e-14,NA,0.14511386049965,-2.00000000002001,1,0.0837419846576083,0,0.147740848284054,-0.915232542683043,0.297633486071893,0.0170171230929639,NA,0.113894740403825,-1.8644908009137,0.712786933812219,6.37140572938855e-13,NA,NA,0.831110819925649,8.00487872429413e-34,0.999999999999405,0.831110819926287,0.206724060162541,1,0.168889180073713,6.39295910429977e-39,0.793271333344956,6.52020740230268e-14,NA,0.144317172939523,0.0850521085985388,1.31183633069501e-32,0.146201858576971,0.085052108598604,0.0226073549328256,0.146201859009658,0.0172833520396626,NA,0.114360710598163,0.897664539361733,0.816613766860405,0.959690679186504,0.102335460638267,0.0403093208128947,0.183386231726735,"OK",0.17034225973234,0.219166186311559,-0.0976478531584372
"hardPalate_HMTC_midsagittal_completeTrace_meanCurvature",46,"HMTC",340,9,1254,1245,1051.25829514555,-3715.77899877916,3541.25829514555,"OK","ACE","C","familiality","corrected",0.870548701793276,0.971331031097632,4.46631996284033e-11,NA,0.139445067518828,-2.00000000026375,1,0.0769530481854019,0,0.137486499354477,-1.57269226782773,0.513312968627276,0.00944534987864827,NA,0.103851376123575,-1.95659114301679,0.834957315474084,5.16944765251371e-10,NA,1,0.890676793435145,3.77765533319746e-37,NA,0.89067679395209,0.183203788948071,NA,0.10932320604791,NA,0.818317336965971,4.49075314340799e-11,NA,0.137270370117027,0.0773740228887794,NA,0.134979702434521,0.077374022933687,0.0165725870667957,0.134979702514549,0.00949702103992418,NA,0.103639791412799,0.913128956026389,0.834797044269275,0.965750174062045,0.0868710439736111,0.0342499382645725,0.165202955645606,"OK",0.0991365830658321,0.0318028209631789,0.134667524205306
"hardPalate_HMTH_coronalM2Trace_height",56,"HMTH",340,9,1253,1244,836.004800063916,-3927.20354824318,3324.00480006392,"OK","ADE","D","broad sense heritability","corrected",0.625366691835538,0.190927132103774,0.0585622688818563,NA,0.348640860885216,-1.97070875312147,0.864108292306129,0.206175400568494,0,0.358571271839832,-1.63144244702562,0.543791577044564,0.15859366608492,NA,0.246101642106427,18.0127390754469,7.69279588326715e-06,0.138336721064621,1.04957879409737e-32,0.768572684890435,0.487030803679583,NA,0.788494030058707,0.625367524744205,0.44414628866143,0.788569004010053,0.374632475255795,0.211430983991016,0.555853705891368,0.0613196340224838,NA,0.347008394830263,0.21588303098031,NA,0.355965703095411,0.277202665002794,0.194152688617987,0.355662441670294,0.166060942451365,0.0885375258884365,0.254866468506675,0.556736392545841,0.492947744894396,0.62465369121226,0.443263607454159,0.375346308768396,0.507052255024269,"OK",0.352619860059234,0.0797896315569088,0.545660457004651
"hardPalate_HNAP_nsa_prosthion_distance",53,"HNAP",340,9,1257,1248,913.107382479987,-3865.41674829755,3409.10738247999,"OK","ACE","C","familiality","corrected",0.642461044870204,0.559687488293137,0.0570260220356415,NA,0.301408650627679,-1.89567843699069,0.746703960901258,0.164291670329271,0,0.298271511379681,-1.1740737113073,0.363453136359037,0.123166099921837,NA,0.211193896068107,8.52636650985232,0.00117683361171265,0.165540508182088,9.0159136573236e-40,0.390823520996133,0.476921335656089,8.15403777902356e-40,0.821393766466229,0.642461843838177,0.433178764711606,0.849238567825556,0.357538156161823,0.150761396008512,0.566821234472878,0.0588803432980258,NA,0.299446077665634,0.169633960158532,1.38226479001345e-28,0.294051448058724,0.228514303456558,0.15363923855381,0.303740419827725,0.127171105176232,0.047749982462181,0.214786784846136,0.64431459136721,0.576271834175979,0.71584818486591,0.35568540863279,0.284151814252887,0.42372816581028,"OK",0.275068189106435,0.105290841601513,0.339554695009844
"hardPalate_HNSL_nsa_nsp_distance",44,"HNSL",340,9,1253,1244,209.461904538714,-4553.74644376838,2697.46190453871,"OK","ACE","C","familiality","corrected",0.797782232368797,0.641465121910429,0.191409367261122,0,0.490778497942461,0.970427109917182,0.0847994629564463,0.297033040582416,NA,0.516973608203985,2.09322854250831,0.043055325683452,0.123807744370236,NA,0.173676427648683,49.3480144549485,7.73602074817318e-13,0.312632616862608,4.61044726229331e-33,0.783921957839114,0.485149802753668,0.0225080236470878,0.801239604480411,0.797782419616276,0.715441641954215,0.864069714075049,0.202217580383724,0.135930285929377,0.284558350376051,0.22842661829451,2.00816852616953e-32,0.577848015659618,0.354477181304377,0.0219225430088349,0.590802472441243,0.582903799598887,0.514377857008874,0.643198887646596,0.147751307941909,0.0988295705005543,0.207626833688265,0.269344892459203,0.23148500359914,0.311554194864641,0.730655107540796,0.688445805137224,0.768514996384631,"OK",0.664240271444187,0.51116978483403,0.306140973220314
"hardPalate_HP2C_coronalPM2_completeTrace_meanCurvature",50,"HP2C",340,9,1258,1249,1007.58968353915,-3774.763392856,3505.58968353915,"OK","ADE","D","broad sense heritability","corrected",0.357183315392565,-0.112396239035242,1.81233864612599e-12,NA,0.159126583035853,-2.00000000001182,1,0.0872275895088346,2.90026158439715e-43,0.169948371853052,-1.6276879914858,0.541746714759675,0.165731751904044,NA,0.275919453708133,11.096419964942,0.00029586065156864,7.16454524268752e-12,NA,0.622297394512358,0.344828497026475,NA,0.663713193062129,0.344828497033639,0.0302609064512292,0.663704132627542,0.655171502966361,0.336295868312661,0.969739082557967,1.83704584233878e-12,NA,0.157669625592903,0.0884167431881263,NA,0.16796820424638,0.0884167431899633,0.00876198591338774,0.167968204189922,0.167991134785789,0.0737859670737105,0.273998333672872,0.743592122024248,0.671598377827921,0.818198583702924,0.256407877975752,0.181801416303333,0.328401619675344,"OK",0.125842665726798,0.056849965377262,0.137985400699073
"hardPalate_HPTH_coronalPM2Trace_height",55,"HPTH",340,9,1257,1248,777.295427156543,-4001.228703621,3273.29542715654,"OK","ADE","D","broad sense heritability","corrected",0.760510128783942,0.175620867374726,5.44018433302434e-13,NA,0.444025901994235,-2.00000000011642,1,0.366431002740956,NA,0.466069911705067,-0.786625610465308,0.270664860907002,0.115652621251594,NA,0.191260123609089,12.0475804983157,0.000178243003721552,1.12847316570585e-12,NA,0.853645852866034,0.760098423808326,0.615629083583736,0.760098423808326,0.760098423809454,0.615639451609432,0.861648844408098,0.239901576190546,0.135732705724265,0.384360551537296,5.63314912368372e-13,NA,0.434388566339457,0.37942840823433,NA,0.451369298733648,0.379428408234893,0.302016290067477,0.451369299352539,0.119754850603189,0.0536730202069463,0.196269289664505,0.500816741161918,0.441697273652841,0.564731155967444,0.499183258838082,0.435268843612458,0.558302726327284,"OK",0.440316053738405,0.0511827629213352,0.778266581634139
"hyoidBone_HBC2_c2base_hyoidale_distance",9,"HBC2",340,9,1258,1249,82.2016599426061,-4700.15141645254,2580.20165994261,"OK","ACE","C","familiality","corrected",0.633254231810029,0.459532320183801,0.144404467018699,1.7801795017514e-42,0.328540521323578,-0.331224332113379,0.196422603920841,0.11878675980284,0,0.29955389156751,-1.03027385748373,0.32474848765496,0.152425634878881,0.108520134548278,0.206244981133164,69.7782933208491,2.40786524509414e-17,0.347446122440496,1.73733349060791e-27,0.72988076053428,0.285808326728723,4.81141587884519e-18,0.674023574182034,0.633254449169219,0.511322226486986,0.736262523983665,0.366745550830781,0.263737476045603,0.48867777360813,0.226637984154621,9.80488468063781e-33,0.484226548856392,0.186431848971049,3.47934365978813e-30,0.446197792373581,0.41306983312567,0.328825908627009,0.490131787618768,0.239226938997424,0.170573485107222,0.320296137731913,0.347703227876906,0.302573213586635,0.397528931384895,0.652296772123094,0.602471068472098,0.697426786444762,"OK",0.640263085071137,0.276800339837932,0.72692549046641
"hyoidBone_HBC3_c3base_hyoidale_distance",10,"HBC3",340,9,1258,1249,374.713383488619,-4407.63969290653,2872.71338348862,"OK","ACE","C","familiality","corrected",0.657544732619806,0.390030749547404,0.266721810294985,7.2271557760893e-48,0.41898416051265,1.42236142967795,0.0643189476992716,0.0610759680969304,NA,0.328919018155897,-1.84715908315638,0.695835126359752,0.170719554067021,0.116751313360287,0.237294151356135,54.7825725938219,4.86761080593437e-14,0.535030164306183,5.61805346856206e-29,0.764045285522962,0.122515234918059,1.09365543926674e-26,0.641711874611848,0.657545399224242,0.529412458115428,0.763795931773326,0.342454600775758,0.236204068193982,0.470587541882813,0.338600950615973,3.88357459057967e-25,0.494116249198523,0.077535394779076,1.04511382610329e-32,0.40822946659955,0.416136345395049,0.329750342804249,0.494373094101857,0.216726945696331,0.14823434368662,0.298966754871241,0.367136708908621,0.319823771503817,0.419141275762173,0.632863291091379,0.580858724063983,0.68017622849824,"OK",0.529486160284981,0.254805291084944,0.549361738400075
"hyoidBone_HBC4_c4base_hyoidale_distance",11,"HBC4",340,9,1258,1249,312.118820572015,-4470.23425582313,2810.11882057202,"OK","ACE","C","familiality","corrected",0.640567275142164,0.381481903749252,0.394832981161899,0.0302770280382255,0.608769388935884,2.60372914149366,0.031902490557787,0.0932628043673072,0,0.446491821263645,-1.80475480637688,0.658586477006743,0.273878441250798,0.212365033137633,0.351172556026561,165.719809613664,2.32917475101319e-38,0.518171044748335,0.0399948900490019,0.724294173469109,0.122396271539817,NA,0.570314453097576,0.640567316288151,0.538266901929778,0.724774587652996,0.359432683711849,0.275225412331184,0.461733099648168,0.409823735673918,0.0459244165832863,0.580762102221013,0.096803744136975,NA,0.45222531484403,0.506627479810893,0.421166409824693,0.58140240546004,0.284276874701932,0.218530574579493,0.364059721136044,0.209095645487176,0.179530501901453,0.242516500353666,0.790904354512824,0.757483499632152,0.820469498103262,"OK",0.515367029812394,0.318637563893502,0.393458931837785
"hyoidBone_HBNP_nsp_hyoidale_distance",8,"HBNP",340,9,1259,1250,-159.695184867259,-4945.87720688002,2340.30481513274,"OK","ACE","C","familiality","corrected",0.700849165851949,0.417611386512805,0.242647352900564,0.0495375695243642,0.370755139100148,4.19843359234392,0.0127863423518583,0.0575641824249651,0,0.246639348539524,-1.72595625552549,0.600632002860098,0.128143474787003,0.093022437405302,0.171661925949194,82.8020072114095,3.29789398374956e-20,0.566463207321465,0.108825192982413,0.782806141782009,0.134384286552042,2.51387198417913e-26,0.555315800569998,0.700847493873507,0.599200208869609,0.783820130114313,0.299152506126493,0.216179869806851,0.400799791173214,0.409839884264591,0.0794065155332688,0.576462244263063,0.0972279218413789,7.05553231299438e-35,0.37972124323231,0.50706780610597,0.427452437453265,0.577478185848819,0.216438820568917,0.156471201585169,0.289472937729261,0.276493373325113,0.238675661197922,0.318554030532835,0.723506626674887,0.681445969468423,0.761324338827723,"OK",0.702543931652733,0.290328858092784,0.824430147119899
"hyoidBone_HBPG_pogonion_hyoidale_distance",12,"HBPG",340,9,1256,1247,254.124795711707,-4520.57038944822,2748.12479571171,"OK","ACE","C","familiality","corrected",0.595179568378191,0.408948963454066,0.267071120003014,0,0.532738738169744,0.105238481596643,0.146795455346989,0.159696976901125,1.29124064729244e-42,0.478228829067519,-1.42965352973079,0.450121271176492,0.29027332056281,0.227680227018949,0.368804327615294,191.3847116723,5.80169608108206e-44,0.372462613033541,8.78146427741341e-11,0.681922187964663,0.22271653074836,4.35617054367273e-25,0.624647936723293,0.5951791437819,0.487451988241744,0.685454554599709,0.4048208562181,0.31454544532532,0.512548011794593,0.294171865760386,1.15735708915284e-28,0.545224766998558,0.175902050550307,3.33279507045357e-39,0.497985603798949,0.470073916310693,0.381024058376901,0.548371147995189,0.319728483893957,0.249696888986579,0.40328318849013,0.21019759979535,0.180796507273173,0.243291354517492,0.78980240020465,0.756708645461811,0.819203492757969,"OK",0.508061739597408,0.255239417617086,0.505644643960643
"larynx_L2CT_c2base_corniculateTubercle_distance",17,"L2CT",340,9,1260,1251,373.289559037807,-4416.72140859256,2875.28955903781,"OK","ACE","C","familiality","corrected",0.626627397341746,0.612074057490766,0.0164862547156409,NA,0.348006324426408,-1.98652067065541,0.907572881478935,0.338446892660684,0.0662767483230007,0.447934677652262,2.3169598677714,0.0377342805338308,0.211485069043344,0.154216539143768,0.276921408083339,84.4752617095533,1.41496264632205e-20,0.0291061520228827,NA,0.607671649321353,0.597521200500944,0.0445650214049872,0.715509086114559,0.626627352523826,0.517370144994403,0.725287594363641,0.373372647476174,0.274712405652752,0.482629854903548,0.0197486593083877,NA,0.413395078792859,0.405420909261893,0.0283150554748111,0.495528097155686,0.425169568570281,0.345560857912015,0.50183904666944,0.253335075151148,0.185214006587767,0.328271729741839,0.321495356278571,0.278989306352999,0.368601227431629,0.678504643721429,0.631398772519359,0.721010693648231,"OK",0.551018446296906,0.417536083294517,0.266964726004779
"larynx_L2EA_c2base_epiglottisApex_distance",19,"L2EA",340,9,1250,1241,529.77967298297,-4221.9418384713,3011.77967298297,"OK","ADE","D","broad sense heritability","corrected",0.512098854861455,0.227851577715521,0.206170012743001,1.84494136227353e-42,0.352676088956453,-1.76940989964442,0.63108662279605,0.0582303421697324,NA,0.351104863478213,-1.98068515591058,0.889467648616146,0.251907322407263,0.184643666723729,0.33334785067077,82.3519446328678,4.14091406015058e-20,0.3993161864514,2.97387039664528e-36,0.632049564017535,0.112782251218865,1.1894879732258e-35,0.632072511147812,0.512098437670265,0.373900588232335,0.633874355258381,0.487901562329735,0.366125645474574,0.626099411723797,0.243436093046704,1.11221169545783e-39,0.392644585525586,0.0687557167309416,8.56075540299311e-26,0.391891197449841,0.312191809777646,0.225688913217816,0.393602795080039,0.297440610110077,0.219958993814644,0.385860299919841,0.390367580112277,0.341648571850001,0.444050322834682,0.609632419887723,0.555949677712795,0.658351428155231,"OK",0.431609576948184,0.161056226364355,0.541106701167659
