"phenotype_name","phenotype_number","phenotype_name_short","numObs","numParams","observedStatistics","degreesOfFreedom","AIC","BIC","fit","statusCode","genetic_model","CD_meaning","H2_meaning","twin_correlations","twin_corr_rMZ","twin_corr_rDZ","A","A_CiL","A_CiH","A_deltaAIC","A_p","CD","CD_CiL","CD_CiH","CD_deltaAIC","CD_p","E","E_CiL","E_CiH","E_deltaAIC","E_p","h2","h2_CiL","h2_CiH","cd2","cd2_CiL","cd2_CiH","H2","H2_CiL","H2_CiH","e2","e2_CiL","e2_CiH","rh2","rh2_CiL","rh2_CiH","rcd2","rcd2_CiL","rcd2_CiH","rH2","rH2_CiL","rH2_CiH","re2","re2_CiL","re2_CiH","rerr2","rerr2_CiL","rerr2_CiH","rreliability","rreliability_CiL","rreliability_CiH","Comments","rMZ","rDZ","classic_h2"
"denition_DAIS_incisionSupApexSupLine_nsaNspLine_angle",85,"DAIS",340,9,1259,1250,659.442288637829,-4126.73973337493,3159.44228863783,"OK","ACE","C","familiality","corrected",0.413490350115515,0.291080893301016,0.152840448425908,3.06539760991541e-42,0.361357345183536,-1.65241653837529,0.555484271770414,0.105306703116463,0,0.347138119968532,-1.85077266517146,0.699274840927375,0.366165735875205,0.280664914942138,0.47044631230391,130.378187989611,1.23666655588561e-30,0.244813860976218,3.40160894823212e-30,0.541355636965964,0.168676164209995,NA,0.517639402440333,0.413490025186213,0.276598217142316,0.5418910189257,0.586509974813787,0.458108981521847,0.72328818763946,0.158330445662738,2.89323907218689e-38,0.355608587650854,0.109089298071419,9.58268410190921e-25,0.340216405081309,0.267419743734157,0.173805122669769,0.355849493587724,0.3793183332333,0.294358378741434,0.471070432208307,0.353261923032543,0.308832697653956,0.402181608008419,0.646738076967457,0.597818392005404,0.691167302329134,"OK",0.309104164134438,0.12659653650231,0.365015255264255
"denition_DICD_intercanine_distance",78,"DICD",340,9,1257,1248,482.670466444054,-4295.85366433348,2978.67046644405,"OK","ADE","D","broad sense heritability","corrected",0.647788436717102,0.238460177080569,0.191256127339144,1.36215249926173e-42,0.509517310519655,-1.80957708866481,0.662564864977502,0.213554843733792,2.26724541023997e-43,0.511194504160137,-1.74238989556534,0.611766819567433,0.2201010792299,0.158348741096649,0.296411025088582,78.0248475472295,3.69730871668115e-19,0.306052871354394,1.657847954828e-36,0.740124530185892,0.34173583887573,8.18474637288351e-33,0.745323641178018,0.647788710230124,0.528379418034918,0.746634936123877,0.352211289769876,0.253365063888397,0.47162057986033,0.209463340117226,1.01985005708852e-38,0.516434918981824,0.233884851110531,2.72714334350627e-27,0.519419337034048,0.443348191227757,0.356387486536777,0.520933924729544,0.24105427554302,0.173110427412607,0.323027370502312,0.315597533229223,0.273743437761599,0.361795967132435,0.684402466770777,0.638204032871771,0.726256562268444,"OK",0.504196401300858,0.228253698239359,0.551885406122997
"denition_DIIL_apexInferior_incisionInferior_distance",81,"DIIL",340,9,1254,1245,1002.48913204211,-3764.5481618826,3492.48913204211,"OK","ADE","D","broad sense heritability","corrected",0.692894240685551,0.317266782825529,0.127634431568083,3.88109062221116e-43,0.234131715084065,-1.83850481443369,0.687783650187931,0.0258542351278835,NA,0.235807499410194,-1.99347752992799,0.935631379445126,0.0680293830110556,0,0.164956293630133,0.377645451862008,0.123082935035032,0.576180729908425,6.43277945075418e-32,1,0.116713898312477,8.28784872569363e-24,1,0.692894628220902,0.348851704198226,1,0.307105371779098,1.30876738370279e-36,0.65114829595211,0.129437326672407,3.37682083210477e-39,0.229571016095882,0.0262194381014498,NA,0.230907665767294,0.155656764773857,0.0789307344430638,0.231498989111062,0.0689903293644337,NA,0.165249934006667,0.775352905861709,0.700667048683168,0.851218194656953,0.224647094138291,0.148781805249007,0.299332951469366,"OK",0.173755846062179,0.0592454427359756,0.229020806652406
"denition_DIMD_interM2_distance",80,"DIMD",340,9,1261,1252,295.232939146431,-4498.60697410155,2799.23293914643,"OK","ACE","C","familiality","corrected",0.683378159343121,0.539370601132948,0.18059466082279,6.88800203340232e-42,0.497352999404701,-0.333171168935678,0.196683825312793,0.247906386896923,0,0.486238098081758,0.257303705798222,0.132985423401638,0.198532328579596,0.146177944536181,0.263458284327349,94.1018373251859,1.09123483068526e-22,0.288014430569299,3.04731361367449e-25,0.746523090318965,0.395363941166964,1.99765538017717e-33,0.718253083060339,0.683378371736263,0.580362237430673,0.76783567500594,0.316621628263737,0.232164325021131,0.419637762534155,0.210230390069283,6.62319535062267e-39,0.550214426598059,0.288588024588098,5.37910820345992e-36,0.53175227917,0.498818414657381,0.418004416287125,0.570497470685151,0.231111643547462,0.16948561120997,0.305651054402124,0.270069941795157,0.232969979523003,0.311204856673893,0.729930058204843,0.688795143368273,0.767030020258172,"OK",0.578721776896481,0.4059916180584,0.345460317676161
"denition_DIPD_interPM2_distance",79,"DIPD",340,9,1261,1252,276.316729293011,-4517.52318395497,2780.31672929301,"OK","ADE","D","broad sense heritability","corrected",0.645548517028137,0.243110051132659,0.232679176480369,0,0.567646119475889,-1.67426591567983,0.56818187696476,0.226785924384991,0,0.56863995752731,-1.65980016549429,0.559713896368121,0.252276066242537,0.194848854807109,0.323922809673049,153.767234804072,9.51770042480087e-36,0.326915439535192,5.88497722118137e-34,0.722458916433213,0.318635390034439,9.20833223903276e-36,0.726654596294643,0.645550829569631,0.544606636511119,0.7290764440478,0.354449170430369,0.270923555982009,0.455393363520496,0.254906003719743,NA,0.571368236201949,0.248449794946491,5.44236372572346e-36,0.574523453068335,0.503355798666234,0.419856963052899,0.576713338629656,0.276374898917729,0.212128960975797,0.354196061312589,0.220269302416037,0.18959060192184,0.254638849550447,0.779730697583963,0.745361150448662,0.810409398873276,"OK",0.549320746851691,0.225991834274659,0.646657825154065
"denition_DMAC_maxillaryDentalArch_completeTrace_meanCurvature",83,"DMAC",340,9,1253,1244,1009.24490694742,-3753.96344135968,3497.24490694742,"OK","ACE","C","familiality","corrected",0.426448000257428,0.432885849832072,1.00654868433957e-09,NA,0.158638647782572,-2.00000000081127,1,0.0833339214201703,0,0.15276266047516,-1.70508675689598,0.587089075615594,0.111527880398525,NA,0.209783556802288,3.93925849037305,0.0148072470403133,5.16544889632508e-09,NA,0.852897090045889,0.427656524839329,1.19099897811596e-31,0.819672250752383,0.427656530004778,0.0890782093602827,0.825296083346919,0.572343469995222,0.174700165514235,0.910921812275826,1.02894215906569e-09,NA,0.158312272855601,0.0851879162563717,4.95715280231372e-18,0.152210634527221,0.0851879172853139,0.0185009256994496,0.152210638381316,0.114009128260471,0.0230851178236473,0.210743281940782,0.800802954454216,0.725773351540699,0.878045112328726,0.199197045545784,0.121954887762255,0.274226649515561,"OK",0.0965108427244944,0.142309209990683,-0.0915967345323775
"denition_DSIL_apexSuperior_incisionSuperior_distance",82,"DSIL",340,9,1260,1251,814.299616477985,-3975.71135115238,3316.29961647799,"OK","ACE","C","familiality","corrected",0.653865359597643,0.501512304105378,0.117320692685297,0,0.336386836347103,-1.47706544026778,0.46959255979558,0.134434264947621,0,0.318772052450999,-1.34693475496306,0.419018901653971,0.133270566081219,NA,0.217521375844733,12.9857230233938,0.00010832765869261,0.304708871125132,NA,0.820985916820797,0.349156761481174,NA,0.775143601187627,0.653865632606305,0.46579327876985,0.820902952711759,0.346134367393694,0.17909704299973,0.534206720076366,0.126747810811553,2.93887135851052e-33,0.346156477619493,0.145236517021576,1.54409887976887e-38,0.327573203944964,0.271984327833129,0.190776513675992,0.348994291556411,0.143979310979024,0.0672613886376607,0.2316204147066,0.584036361187848,0.519207437400326,0.652723323484354,0.415963638812152,0.347276676564262,0.480792562586302,"OK",0.349465229936676,0.186668906200531,0.325592647472289
"dentition_DDAP_dentalArchTrace_matlabProcDistance",84,"DDAP",340,9,1256,1247,988.969347304398,-3785.72583785553,3482.9693473044,"OK","ADE","D","broad sense heritability","corrected",0.695640759809842,-0.401557238861149,1.18358707115378e-13,NA,0.226531699435022,-2.00000000493674,1,0.156742953109509,5.75711711352836e-45,0.231465188026056,-1.60829925266535,0.531406768912899,0.0705643749705544,0,0.161621839963531,0.935339703080899,0.0866604311994571,5.20699038236143e-13,NA,1,0.689564012006769,2.20686726941854e-41,1,0.689564012007289,0.386081061193644,1,0.31043598799271,7.34977574945433e-32,0.613918808458026,1.21209523254645e-13,NA,0.224181591017064,0.160518301381989,1.67562707572823e-40,0.229071705230343,0.16051830138211,0.0911511806654096,0.229071705220811,0.0722640053900322,NA,0.162778407910302,0.767217693227858,0.693392644162985,0.843706633633101,0.232782306772142,0.156293366859058,0.306607355839402,"OK",0.190867045759455,0.0733136911676523,0.235106709183606
"general_GAPD_allPointSet_matlabProcDistance",150,"GAPD",340,9,1253,1244,197.206074307137,-4566.00227399996,2685.20607430714,"OK","ACE","C","familiality","corrected",0.686916843847513,0.782925516160616,6.17739301356472e-12,NA,0.226269166476398,-2.00000000017417,1,0.470344504710533,0.230308478500367,0.579016303664357,6.2600549807853,0.00405269005530546,0.203205469057354,0.156445060112091,0.259931655300457,118.533422664306,4.83453692205704e-28,9.17139522543708e-12,NA,0.340434607544191,0.698306767165438,0.351646639509727,0.769064327519669,0.69830676717461,0.614151366698143,0.76906432751287,0.30169323282539,0.230935672484282,0.385848633303903,7.08468854479243e-12,NA,0.25044890592053,0.53942566343304,0.269549169167491,0.603486163881309,0.539425663440125,0.468525946969152,0.603486163794948,0.233050974044963,0.178705136836063,0.297649118062562,0.227523362514912,0.195109494595253,0.26404155156456,0.772476637485088,0.735958448420307,0.804890505388718,"OK",0.623287991640947,0.334195191648488,0.578185599984918
"general_GRPD_registrationPointSet_matlabProcDistance",149,"GRPD",340,9,1258,1249,881.419646558761,-3900.93342983639,3379.41964655876,"OK","ADE","D","broad sense heritability","corrected",0.835074406647421,0.18533719259592,2.58787631647909e-11,NA,0.257506337202218,-2.00000000002365,1,0.188586893635531,0,0.262847036646956,-1.68235036712986,0.573023564905551,0.0374245369020017,NA,0.117874189237154,-0.982821626722398,0.313189243176528,1.14502010364162e-10,NA,0.999999999999998,0.83441307886691,9.81077566082852e-37,NA,0.834413078981412,0.541810182813651,NA,0.165586921018588,NA,0.458189818233491,2.85250292412487e-11,NA,0.272383524060283,0.207871088011993,2.32929803698219e-36,0.277790039111111,0.207871088040518,0.135883190316001,0.277790038896076,0.0412514308613564,NA,0.128556457186077,0.750877481098125,0.677175567406265,0.825671618717654,0.249122518901875,0.17432838127467,0.322824432317812,"OK",0.3206907532308,0.0947700225738456,0.451841461313909
"general_SVTh_atlas_hpa_distance",145,"SVTh",340,9,1256,1247,-259.795219752323,-5034.49040491225,2234.20478024768,"OK","ACE","C","familiality","corrected",0.76478476108361,0.678909450825096,0.129610715007908,1.40632258663606e-42,0.417492698650851,-0.54040165424658,0.226994038946565,0.447528370396195,0.249196448675681,0.6581163607585,5.93541006776013,0.00484766402265937,0.177503203082589,0.140112782747066,0.224692690987043,219.87014639545,3.53561234463853e-50,0.17175119521571,5.76905433736863e-35,0.53324263437498,0.593033781997081,0.218439346556771,0.792220610157545,0.764784977212791,0.696725817459511,0.819186466887388,0.235215022787209,0.180813533123146,0.303274182541544,0.15125688994371,2.64569681321579e-26,0.485387217103622,0.522269701726243,0.219144870232238,0.703060582118381,0.673526591669953,0.608718149179403,0.728425183550373,0.207147861592161,0.159894720629674,0.265089193634281,0.119325546737886,0.101112459170464,0.140126278110222,0.880674453262114,0.859873721873275,0.898887540835813,"OK",0.734731584510911,0.546212585937126,0.37703799714757
"general_SVTh_atlas_prosthion_distance",146,"SVTh*",340,9,1255,1246,-503.533842516614,-5274.40008205893,1988.46615748339,"OK","ACE","C","familiality","corrected",0.811204606926034,0.678869989249412,0.20518394049482,NA,0.480878373876213,2.84139996700242,0.0277843303485152,0.423699410515484,0.147876817314682,0.635211843338684,5.7481628081332,0.00537672110606704,0.14636289160619,0.116315434622273,0.184274921487475,251.939523444179,3.59429995675108e-57,0.26466937756746,0.0286916956161398,0.61664585405597,0.546535264828215,0.196418206185865,0.772660531591113,0.811204642395675,0.7565682064033,0.854448534640103,0.188795357604325,0.145551465360725,0.243431793618357,0.241587123100653,0.0279411359656772,0.563675352903945,0.498871019822639,0.206454353772348,0.706751159711972,0.740458142923292,0.686077770819589,0.785491764708894,0.17233020199612,0.133366864613617,0.221418080755682,0.0872116550805876,0.0735197238359288,0.102926475283062,0.912788344919412,0.897073524724131,0.926480276163129,"OK",0.781805543427656,0.553547467084237,0.456516152686838
"general_SVTv_nsp_corniculateTubercle_distance",148,"SVTv*",340,9,1261,1252,-8.97598833575557,-4802.81590158374,2495.02401166424,"OK","ACE","C","familiality","corrected",0.677632886223239,0.556197860620158,0.106693788204567,0,0.344107430751759,-0.958104232438927,0.307380976088689,0.190992984429416,0,0.349803049275068,0.445469862600476,0.117864587674439,0.141617087426114,0.101690143983445,0.190714897808629,74.7442089588162,1.94598064769583e-18,0.242870135923621,4.24011861605412e-35,0.741933620533374,0.43476281861782,4.17261884627837e-33,0.72953774881061,0.677632954541441,0.569013073155652,0.767532140135726,0.322367045458559,0.232467859862971,0.430986926899827,0.168126305166089,2.15649707453214e-34,0.518326944912275,0.300963583026922,1.09546669197053e-27,0.513974729283379,0.469089888193011,0.388777640708723,0.541792027342666,0.223157861933675,0.160256738433552,0.298492220476473,0.307752249873314,0.266559186279389,0.353393384672822,0.692247750126686,0.646606615336483,0.733440813693151,"OK",0.684459295831333,0.321727367717879,0.725463856226909
"general_SVTv_nsp_epiglottisPetiole_distance",147,"SVTv",340,9,1260,1251,210.9035968563,-4579.10737077407,2712.9035968563,"OK","ACE","C","familiality","corrected",0.592160831513127,0.732208232263757,3.12134971263769e-13,NA,0.129192353269957,-2.00000000003547,1,0.252801077498367,0.191194956059111,0.324574632665579,5.37837372002105,0.0066012836778329,0.156285802565817,0.111719970005596,0.209574293059819,61.8636301636616,1.3333663583416e-15,7.63004111044964e-13,NA,0.363252207658251,0.617964275604514,0.246052289773049,0.721594320108779,0.617964275605277,0.499170244410038,0.721594319438645,0.382035724394723,0.278405680602862,0.500829755563584,4.64347161913589e-13,NA,0.200180779582909,0.376079176228754,0.14927708028463,0.448967305328529,0.376079176229218,0.298721262072225,0.448967305316902,0.232498359844142,0.166940747214487,0.307906057793904,0.39142246392664,0.342011927902058,0.445436267930035,0.60857753607336,0.554563732043059,0.657988072206822,"OK",0.574664712976287,0.396108457862065,0.357112510228443
"hardPalate_HACL_hpa_intercanine_distance",66,"HACL",340,9,1252,1243,986.621035203904,-3772.75836748558,3472.6210352039,"OK","ACE","C","familiality","corrected",0.348527917850572,0.380548988121643,3.02753348910598e-14,NA,0.158074015083201,-2.00000000057435,1,0.0831653417823591,0,0.154738671156968,-1.71414257724109,0.592887503741048,0.152147080501895,NA,0.251889203071783,9.78953778654068,0.000595645223552891,1.28660164207072e-13,NA,0.673710050536873,0.353425207964099,3.53953669455762e-27,0.551692955792763,0.353425207964228,0.0662163342813944,0.640621775177406,0.646574792035772,0.363010950659961,0.934430600818614,3.11913620685184e-14,NA,0.1594145270761,0.085681638086575,1.35714396932824e-29,0.155483831290273,0.0856816380866062,0.0173427117967098,0.155483831266455,0.156750526218093,0.0676566320480767,0.2541618992417,0.757567835695301,0.684329881532969,0.833466666072961,0.242432164304699,0.16653333399864,0.315670118572669,"OK",0.112719428801711,0.153401707168168,-0.0813645567329137
"hardPalate_HACP_canPM2Proj_occlusalPlane_postAlvSlope_angle",71,"HACP",340,9,1256,1247,868.662339218199,-3906.03284594173,3362.6623392182,"OK","ACE","C","familiality","corrected",0.237550331948592,0.321638853639001,6.31576737972139e-11,NA,0.189734908549029,-2.00000000028558,1,0.106819245532,0,0.191544537207669,-1.49904628180411,0.479081366195009,0.322964793988632,0.231775359517466,0.432256568094103,62.9540358626145,7.66656498860335e-16,1.4695211543541e-10,NA,0.423668063118462,0.248541676036751,5.6695002090574e-29,0.425448975883109,0.248541676183703,0.0694822245208495,0.425448975916335,0.751458323816297,0.574551024679071,0.930518482105103,6.59532996097597e-11,NA,0.192653104678012,0.111547517207185,2.74093933031375e-42,0.193894064380223,0.111547517273138,0.0279988837795964,0.19389406439355,0.337260581979766,0.246002004193302,0.437758524308496,0.551191900747095,0.490213977353465,0.616758900919555,0.448808099252905,0.383241099090441,0.509786022984016,"OK",0.13164923668765,0.0967671185552292,0.0697642362648418
"hardPalate_HAML_hpa_interM2_distance",68,"HAML",340,9,1250,1241,653.844598916087,-4097.87691253818,3135.84459891609,"OK","ACE","C","familiality","corrected",0.661509854951189,0.64179893191994,0.017462485286807,NA,0.342574051480748,-1.98601657494282,0.905868358925985,0.27557881588291,1.75162308040602e-46,0.379004370859696,0.963619050337911,0.0851571411784467,0.149947266388269,0.115470912933771,0.222166489417769,23.5206826912677,4.37665972403317e-07,0.0394197199784873,NA,0.745808872873533,0.622090130682294,4.7019666801738e-37,0.783000703502498,0.661509850660781,0.517533756063708,0.79745729178882,0.338490149339219,0.202542690495618,0.482466243881085,0.0199394939958117,NA,0.380367166921898,0.31466896346201,6.14115506508929e-35,0.405622487128322,0.334608457457822,0.257035667540845,0.412205107731142,0.171216901187377,0.0982430662799303,0.249943833235883,0.494174641354801,0.435226380781379,0.557616785158258,0.505825358645199,0.442383214848028,0.564773619210179,"OK",0.430029869356481,0.236664521861654,0.386730694989654
"hardPalate_HAPL_hpa_interPM2_distance",67,"HAPL",340,9,1253,1244,799.143338184416,-3964.06501012268,3287.14333818442,"OK","ACE","C","familiality","corrected",0.46373117352254,0.40376745742871,0.057210932847328,NA,0.310816404267078,-1.92455076598844,0.783561913952124,0.164007049838029,0,0.306881839911778,-1.40799348252767,0.441644258109435,0.255820817262062,0.173699311686654,0.351936434231537,49.1115393160439,8.72637992465495e-13,0.119929307330209,NA,0.61417857494348,0.343802327727025,9.17679027845387e-32,0.598464630382059,0.463731635057234,0.297752537735585,0.61830134999618,0.536268364942766,0.381698649539067,0.702247462585431,0.060078018956845,NA,0.312496973942204,0.172226149073979,NA,0.306135170798885,0.232304168030824,0.151067646975797,0.315417367051401,0.268641099596115,0.18493518950447,0.361191127320783,0.49905473237306,0.440529139309479,0.562226361510253,0.50094526762694,0.43777363845026,0.559470860312779,"OK",0.265333874618471,0.232349684484506,0.0659683802679297
"hardPalate_HARC_hpaIntercanineProj_occlusalPlane_alvRidge_angl",69,"HARC",340,9,1260,1251,949.781332031873,-3840.2296355985,3451.78133203187,"OK","ACE","C","familiality","corrected",0.342428308662554,0.210764878905422,0.0876521084023082,0,0.204199162758205,-1.74456545628254,0.613274178715116,0.0263305342592975,NA,0.180001960324295,-1.97234056788966,0.867912012567537,0.218883364484069,NA,0.330333918305038,23.5345807293579,4.34524708288834e-07,0.263325501915695,8.07159589276809e-39,0.586830651655466,0.0791025027910833,5.95318540495407e-33,0.521388361073254,0.342428004706779,0.0963822916354628,0.586675855907737,0.657571995293221,0.413324144196603,0.903617713194659,0.0902935947913699,2.88230690948139e-38,0.203570197112122,0.0271240319757862,NA,0.180346473873475,0.117417626767156,0.0317428897749942,0.204024910211698,0.225479639674883,0.1304938526932,0.331907086765088,0.657102733557961,0.589470383093008,0.728383217177634,0.342897266442039,0.271616782784938,0.410529616931776,"OK",0.116297308692295,0.0301311206857023,0.172332376013186
"hardPalate_HARF_frontSegSlope_occlusalPlane_alvRidge_angle",70,"HARF",340,9,1250,1241,1024.38145741754,-3727.34005403672,3506.38145741754,"OK","ACE","C","familiality","corrected",0.0409872216216646,0.353045783431829,1.88106303582616e-10,NA,0.0896836015536135,-2.00000016531021,1,0.0197699308602691,NA,0.089640228472534,-1.84480443177381,0.693618923619905,0.165323978813808,NA,0.263751160188833,10.0781314688406,0.000510167019010195,1.01627494779637e-09,NA,0.483046168377745,0.106810272012673,NA,0.497363644603827,0.106810273028948,NA,0.49835898759221,0.893189726971052,0.501639802345384,NA,1.90899063763096e-10,NA,0.0897923819595117,0.0200634493369274,NA,0.089692865918725,0.0200634495278265,NA,0.08969286614229,0.167778496371785,0.07158403734636,0.259814620220126,0.812158054100388,0.736642439983039,0.889491585959971,0.187841945899612,0.110508370641322,0.26335756017371,"OK",0.0171046074103066,0.0271091813873683,-0.0200091479541236
"hardPalate_HBPL_basion_prosthion_distance",52,"HBPL",340,9,1252,1243,-420.346598080451,-5179.72600076994,2065.65340191955,"OK","ACE","C","familiality","corrected",0.837771664360204,0.645919495702338,0.271219940485609,NA,0.553419301911906,7.47430311170046,0.00208370025961896,0.320955712746786,NA,0.531122861808275,2.86342250389043,0.0274318667439952,0.114670416418241,0.0881405416304367,0.147891031779124,150.854315269664,4.12203984797348e-35,0.383704390716443,0.121705547080741,0.779473783629181,0.45406733732766,0.0798602006210685,0.709387269644488,0.837771728044103,0.785874102079044,0.878421041476184,0.162228271955897,0.121578958541578,0.21412589790808,0.339531309518676,0.113849011862573,0.684852596848326,0.401793884517862,0.0945882366676442,0.629588990608142,0.741325194036538,0.689629912460583,0.784506436458281,0.143552117074529,0.108058669360477,0.188453946799662,0.115122688888933,0.0973319539722183,0.135542063538456,0.884877311111067,0.864457936461875,0.902668045995203,"OK",0.800846269809702,0.482361720163173,0.636969099293059
"hardPalate_HCCC_coronalCanine_completeTrace_meanCurvature",49,"HCCC",340,9,1246,1237,918.909473746939,-3817.49625523689,3392.90947374694,"OK","ACE","C","familiality","corrected",0.538256087439058,0.750205935003283,1.76106714872556e-12,NA,0.204433235398053,-2.00000000009823,1,0.145715806437996,0,0.219866292913076,-0.470488062983804,0.216185709069319,0.110477830547916,NA,0.19954379332433,5.95635498657748,0.00479188206035637,6.87396911739185e-12,NA,0.788559559014082,0.568772152779919,8.42005563930109e-30,0.84555591001709,0.568772152786793,0.308871701253208,0.846451558021342,0.431227847213207,0.153548185614455,0.691128297304472,1.87496593246389e-12,NA,0.212120794077998,0.155140122334609,4.495188705565e-37,0.225738880900352,0.155140122336484,0.0840333758522136,0.22573888089191,0.11762309501927,0.0346755215460168,0.209029534694603,0.727236782644246,0.654434781227633,0.803179252842057,0.272763217355754,0.196820745326158,0.345565218527464,"OK",0.217979291285031,0.233426075157304,-0.0308935677445465
"hardPalate_HCCP_coronalCanineTrace_matlabProcDistance",74,"HCCP",340,9,1245,1236,1026.69879614199,-3705.87798722422,3498.69879614199,"OK","ACE","C","familiality","corrected",0.69290378111634,1.53158865571447,6.62909193705415e-15,NA,0.13245352368622,-2.00000000000091,1,0.085302847171995,0,0.147821052603488,-0.333375815045656,0.196711307818465,0.0116472375226955,NA,0.105801680030518,-1.93307579929797,0.795868940646732,6.83763398240408e-14,NA,1,0.87986356526268,1.444279042583e-33,NA,0.879863565262749,0.328627360118975,NA,0.120136434737251,NA,0.672192688663979,6.74328105435392e-15,NA,0.132492668114297,0.0867722274301388,5.78532395044082e-40,0.146504151707811,0.0867722274301455,0.0243067926997618,0.146504151687118,0.0118478664752467,NA,0.106605164060097,0.901379906094608,0.823673879970322,0.958322026123102,0.0986200939053923,0.0416540452100879,0.176326120013139,"OK",0.157448886012046,0.198264454653488,-0.0816311372828853
"hardPalate_HCMP_coronalM2Trace_matlabProcDistance",76,"HCMP",340,9,1238,1229,990.031883624755,-3715.74228041819,3448.03188362475,"OK","ADE","D","broad sense heritability","corrected",0.556951529872952,-0.354212499838262,4.93808967267308e-13,NA,0.189288055982432,-2.00000000003138,1,0.130821765868709,0,0.215685193655285,-0.765564402991913,0.266546151124021,0.115864139247991,NA,0.220624530544033,4.45344955218843,0.0110737133127414,2.00177212002734e-12,NA,0.763165081471232,0.530317148872203,1.55427405360546e-28,0.873082920899875,0.530317148874205,0.209898250688867,0.87307915546018,0.469682851125795,0.126920843729894,0.790101750129073,4.99940091828322e-13,NA,0.187245863983195,0.132446046906519,2.65800675540694e-36,0.211437092203658,0.132446046907019,0.0525680033781386,0.211437092160045,0.117302706623175,0.0253722919848677,0.21960504848486,0.750251246469806,0.673181392744034,0.830995549131433,0.249748753530194,0.169004450775731,0.326818607257246,"OK",0.160671541312118,-0.193497854643451,0.708338791911139
"hardPalate_HCPP_coronalPM2Trace_matlabProcDistance",75,"HCPP",340,9,1245,1236,898.121625619044,-3834.45515774717,3370.12162561904,"OK","ADE","D","broad sense heritability","corrected",0.551691572911223,0.0196079519303207,3.75119223597735e-11,NA,0.251985586620511,-2.00000000030423,1,0.178022564977768,0,0.26590515277255,-1.35985303789857,0.423657585077308,0.147532199320834,NA,0.244092016527706,11.7507274193863,0.000208739968913095,1.15224614931591e-10,NA,0.737270106117278,0.546828320392731,2.53752655647195e-29,0.776015699023098,0.546828320507955,0.305125138429809,0.776030568191455,0.453171679492045,0.223969431417678,0.694874861604217,3.95773289085545e-11,NA,0.256291115850016,0.187824487897351,1.87115753921986e-35,0.26909174433145,0.187824487936929,0.103464986208041,0.269091744350993,0.155655322623095,0.0694312972763198,0.253351590878783,0.656520189439976,0.586534798333719,0.730331462179007,0.343479810560024,0.269668537805395,0.413465201632182,"OK",0.236896853671999,0.0855436634929959,0.302706380358006
"hardPalate_HCTH_coronalCanineTrace_height",54,"HCTH",340,9,1258,1249,813.886827245185,-3968.46624914996,3311.88682724519,"OK","ACE","C","familiality","corrected",0.534315167974716,0.439193267895,0.0647663854720164,0,0.261301515679245,-1.86491624599876,0.713218185913189,0.117153476003265,0,0.252722631692141,-1.55885258906574,0.506569168286717,0.158553174634322,NA,0.246625446571326,17.2697831629553,1.13488293755009e-05,0.190224712688165,2.00364204906268e-47,0.729767423171894,0.344090320167237,1.75316832518241e-26,0.701755588331882,0.534315032855402,0.327030691272882,0.733275503605761,0.465684967144598,0.266724493400479,0.672969304862171,0.0721758782441557,NA,0.279556577518689,0.130556228485912,1.91519697570054e-40,0.269706551937118,0.202732106730068,0.123590515707582,0.281228132452908,0.176692192164648,0.0928527232353339,0.269183334509376,0.620575701105284,0.553881571939811,0.691245152089683,0.379424298894716,0.308754847946801,0.446118428019183,"OK",0.305328732706129,0.175869803447396,0.258917858517467
"hardPalate_HDMP_m2PM2Proj_occlusalPlane_palateDome_angle",72,"HDMP",340,9,1216,1207,697.609170072149,-3923.92819038337,3111.60917007215,"OK","ADE","D","broad sense heritability","corrected",0.274177442923897,-0.0692438704874944,2.68079399780088e-12,NA,0.20169700921234,-2.00000000364298,1,0.12327018683358,0,0.206424077895701,-1.77942093146339,0.638599051011781,0.330760582162069,0.239321146959523,0.439862924782759,70.6506273690188,1.54757676971637e-17,5.90443243244324e-12,NA,0.42605209191806,0.27150183478872,6.25069893123487e-30,0.436207958322798,0.271501834794625,0.0989761261776701,0.436207958385076,0.728498165205375,0.563792041606614,0.901023855870875,3.03211883470086e-12,NA,0.220869114133439,0.139425056741325,0.0495600859085942,0.226057419549106,0.139425056744357,0.0552710136553555,0.226057419542553,0.374107593411853,0.276954273460708,0.480604451460157,0.48646734984379,0.426317226138735,0.552584597571435,0.51353265015621,0.447415402432725,0.573682773865974,"OK",0.293617151780705,0.0249213546448601,0.537391594271689
